UNIQUE_ID,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13
245108612,1.5,3.5,2.75,3.0,2.0,4.5,1.5,2.0,1.5,2.25,3.25,3.0,3.0
245219213,1.0,3.0,2.25,2.0,2.0,5.0,1.5,2.75,1.0,3.0,4.0,2.75,2.5
245260388,3.0,2.25,3.5,2.0,2.0,5.0,1.5,1.75,1.25,1.5,1.75,3.5,3.0
244991652,1.5,2.75,2.25,2.75,2.5,5.0,2.25,2.25,2.0,2.25,3.5,2.75,2.5
245001068,2.5,2.75,2.5,1.0,3.0,4.25,2.5,1.75,1.25,1.0,1.75,3.25,2.5
244598787,2.25,2.25,2.0,1.5,3.75,,1.75,1.25,1.25,1.75,3.0,1.5,3.0
245156185,1.0,3.75,3.75,1.75,2.5,4.0,1.25,,1.0,1.75,4.0,2.25,1.5
245138426,2.0,4.0,2.25,2.75,3.0,5.0,1.0,3.0,1.0,1.5,3.25,1.0,2.0
245236114,2.75,,3.0,,3.0,,1.75,2.25,1.0,1.0,3.0,1.75,2.25
245075573,1.0,1.0,1.5,3.0,1.0,3.0,2.75,3.0,2.5,2.75,4.0,1.25,2.25
245026577,2.5,3.0,2.75,3.25,1.0,4.5,2.0,1.75,1.5,2.0,2.5,1.0,2.5
245015681,2.5,3.0,2.75,2.0,2.75,4.5,1.75,2.25,1.75,2.0,2.0,2.0,2.5
245124383,4.0,4.0,4.0,1.25,3.25,4.25,1.25,3.0,1.0,1.0,1.0,1.0,1.25
245217097,2.75,3.75,3.5,1.75,3.25,4.25,1.75,2.75,1.25,1.5,2.25,2.75,2.0
245069857,4.0,4.0,4.0,1.0,4.0,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.25
245141883,1.75,2.5,1.75,2.0,1.25,4.75,2.75,3.25,1.25,2.5,2.75,1.5,1.25
245009954,3.5,4.0,4.0,1.0,2.0,4.0,1.0,1.25,1.5,1.25,2.25,1.75,2.0
245012105,2.0,3.75,4.0,2.25,4.0,5.25,1.5,2.75,1.0,1.0,2.0,2.5,2.25
245073442,3.75,3.0,4.0,2.0,4.0,5.0,1.25,2.5,1.0,1.0,1.5,2.25,2.5
245114671,3.75,3.25,3.5,1.0,3.25,4.75,1.0,2.75,1.75,1.25,1.5,1.75,3.0
245212614,3.75,4.0,3.75,1.0,3.75,4.75,1.0,3.0,1.0,1.25,1.5,2.25,2.25
244999187,2.75,3.75,3.75,2.75,4.0,5.0,1.0,3.5,1.0,1.25,2.75,1.25,1.5
245138626,2.25,3.5,2.75,2.25,2.0,4.5,1.0,3.0,1.0,1.0,2.75,1.0,1.5
245190425,1.75,2.5,2.25,2.5,2.0,4.75,2.25,2.25,1.75,1.75,2.75,2.25,1.75
245040197,3.0,4.0,3.25,1.0,4.0,6.0,1.5,1.75,1.0,1.0,2.5,1.0,1.25
244961753,2.75,3.75,2.25,1.0,3.25,5.0,1.5,2.0,1.0,2.0,3.0,1.0,2.25
245037762,2.25,3.25,2.75,1.75,3.5,3.5,1.75,2.0,1.0,1.5,3.25,3.25,3.0
244896008,3.0,3.75,2.0,2.0,3.25,5.0,1.0,2.25,1.0,1.5,2.5,2.0,2.25
125250884,3.5,4.0,3.0,2.25,3.25,4.0,1.75,1.75,1.0,1.0,2.0,1.0,1.25
245048003,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.75,1.0,1.25,1.0,2.0,2.0
245120423,1.0,3.25,2.5,2.75,1.0,4.75,2.25,2.5,1.0,1.5,3.25,1.75,2.0
119845686,4.0,4.0,4.0,1.0,4.0,4.75,1.0,1.25,1.0,1.0,1.0,1.0,2.0
245136593,3.75,4.0,3.25,1.0,3.25,6.0,1.0,4.0,1.0,1.0,2.5,1.0,1.75
245115476,2.75,4.0,2.0,2.25,1.0,4.0,1.25,1.5,1.5,1.25,1.5,2.5,2.5
244936897,2.25,3.25,3.25,2.0,1.25,4.75,1.25,2.0,1.25,1.25,3.5,1.0,2.0
244984787,2.0,3.75,2.0,3.5,1.5,5.25,1.25,1.5,1.25,2.0,3.25,1.0,2.0
245093257,2.75,3.25,3.5,1.5,3.5,5.0,1.5,3.5,1.25,1.25,2.0,2.75,2.75
244340575,4.0,4.0,4.0,1.0,2.5,5.25,1.0,3.25,1.0,1.0,1.0,1.0,2.0
245186201,1.5,4.0,2.75,1.25,1.0,4.25,1.75,1.25,1.5,1.25,3.5,2.5,3.5
245186067,3.0,2.75,3.75,1.5,1.75,4.0,1.25,2.25,1.25,1.25,1.25,1.25,2.5
244968157,4.0,4.0,2.5,1.0,1.0,4.75,1.0,3.25,1.0,1.75,1.0,2.5,1.75
245108441,3.5,3.75,4.0,1.0,2.5,4.75,1.0,2.75,1.0,1.0,1.5,1.0,2.0
245252029,1.75,3.0,2.5,2.0,1.75,3.0,2.25,2.25,1.5,2.0,3.25,3.25,3.25
245135258,3.25,4.0,3.5,2.0,4.0,4.5,1.0,4.0,1.25,1.25,1.5,1.0,1.75
244967945,4.0,3.25,3.25,2.5,4.0,5.5,1.75,1.0,1.0,1.0,1.0,1.75,1.75
245152212,4.0,3.5,3.25,1.75,3.75,4.75,1.0,3.25,1.0,1.0,1.25,1.0,1.75
245060304,1.5,3.75,2.25,2.75,2.75,5.25,1.0,2.5,1.0,1.5,2.5,2.0,2.0
238897981,4.0,4.0,4.0,3.0,3.75,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.75
237810555,1.75,3.5,3.0,2.0,1.0,4.75,1.0,1.5,1.0,1.0,4.0,1.25,1.75
245064388,3.75,3.75,4.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.75
245267998,3.5,4.0,3.25,1.75,3.25,4.5,1.25,3.0,1.5,1.25,3.0,1.5,2.5
245115390,1.0,2.5,2.0,3.0,1.25,4.75,2.75,1.75,1.25,2.0,4.0,3.25,2.5
230304916,4.0,4.0,4.0,1.25,4.0,5.0,1.0,1.75,1.0,1.0,1.25,1.0,1.25
245113247,3.75,3.25,3.75,1.0,3.0,5.5,1.5,2.5,1.0,1.0,1.25,1.0,2.25
245002391,3.0,3.0,3.25,2.0,3.75,4.75,1.25,3.25,1.0,1.25,2.0,1.0,2.0
245114032,3.75,3.75,4.0,1.5,4.0,3.25,1.0,2.5,1.0,1.25,1.75,1.5,2.5
245140885,1.25,3.0,2.0,3.5,1.75,4.75,1.75,3.0,2.0,1.75,3.5,1.25,2.5
245187683,1.25,2.5,2.0,1.75,1.25,3.5,1.5,4.0,1.75,1.5,3.25,2.25,2.25
245170544,2.5,3.5,2.75,2.0,1.0,5.25,1.0,2.75,1.0,1.75,2.75,2.0,2.5
244977957,4.0,3.0,4.0,1.0,4.0,5.25,1.0,4.0,1.0,1.0,1.0,1.75,1.25
245277145,2.25,3.5,3.0,2.25,1.5,4.25,2.25,1.75,1.0,1.75,3.0,1.0,2.75
245057553,2.75,2.75,2.75,2.0,1.75,4.5,1.25,3.0,1.0,2.0,1.75,3.0,2.5
245114443,3.0,2.75,3.0,1.0,2.0,4.0,2.0,3.0,2.25,1.75,2.0,2.0,
245064992,4.0,4.0,3.5,1.0,3.0,4.75,1.0,3.5,1.0,1.0,1.0,1.75,2.25
245195449,3.25,4.0,2.5,1.75,1.75,5.5,1.0,2.75,1.0,1.0,1.25,1.75,2.25
245011738,3.0,3.25,3.0,2.0,2.25,4.25,1.75,3.0,1.75,2.0,2.0,2.0,2.75
244982939,1.75,4.0,2.75,3.25,2.5,4.75,1.0,3.25,1.25,1.0,2.75,1.0,1.25
245082133,1.0,4.0,2.5,1.0,4.0,3.75,1.0,1.0,1.0,1.0,4.0,1.75,2.0
244950484,2.25,3.5,3.0,3.5,1.25,3.5,1.0,1.5,1.5,2.25,3.25,2.5,3.25
245109725,3.5,3.75,2.75,1.0,2.25,5.25,1.0,2.25,1.0,1.0,1.5,1.0,1.75
245057503,3.25,4.0,4.0,2.0,4.0,5.75,1.0,1.0,1.0,1.0,2.5,1.75,1.25
245102426,4.0,3.75,4.0,2.0,4.0,5.5,1.0,2.25,1.0,1.0,1.0,1.0,1.75
245097766,1.5,3.5,2.75,3.25,4.0,5.5,1.0,1.0,1.0,1.0,2.5,1.0,
245106973,3.25,2.5,2.75,2.0,2.5,4.75,1.5,2.5,1.0,1.0,1.75,1.5,1.25
245186424,1.25,3.75,2.25,3.75,4.0,4.75,1.25,1.75,1.0,2.0,4.0,1.75,2.0
245118675,2.0,3.25,2.5,1.75,3.75,4.75,2.0,2.25,2.0,1.5,3.0,2.0,2.5
245079279,2.0,4.0,2.25,2.0,1.0,4.25,1.25,2.0,1.0,1.5,2.5,1.25,1.25
245098580,1.75,4.0,4.0,1.75,1.75,4.5,1.0,1.75,1.0,1.0,3.5,1.0,1.25
244977981,2.5,3.75,1.75,2.5,2.5,5.25,2.0,3.0,1.0,1.5,3.75,1.25,2.75
245251583,3.25,4.0,4.0,1.0,3.25,6.0,1.0,3.25,1.0,1.0,1.0,1.75,1.25
245236145,1.25,4.0,2.5,3.5,1.5,5.0,1.0,2.75,1.0,1.0,3.25,1.0,1.75
245059224,3.25,3.75,4.0,1.75,1.0,5.0,1.0,1.5,1.0,1.0,2.25,1.25,
245164764,3.0,4.0,3.0,2.0,2.0,5.0,2.25,3.25,1.0,1.25,1.75,2.0,1.5
245251673,4.0,3.25,4.0,1.75,3.25,5.25,1.0,1.0,2.5,1.0,1.0,1.0,2.0
245124114,1.0,4.0,2.5,3.5,1.75,4.0,1.25,1.5,1.0,1.25,4.0,1.75,2.5
245208054,2.5,4.0,3.5,2.0,2.25,5.25,1.0,2.5,1.0,1.25,3.0,1.0,1.75
245255903,3.25,4.0,4.0,2.0,3.75,5.0,1.0,1.75,1.0,1.0,2.0,2.0,2.75
245200926,2.75,3.25,2.75,2.0,2.5,5.75,1.0,1.75,1.0,1.25,1.0,2.0,2.25
245170328,2.75,3.0,3.5,1.75,2.5,5.0,2.0,2.25,1.0,1.5,2.5,1.75,3.25
236936088,1.0,3.25,3.25,1.0,1.0,5.25,1.0,2.5,1.0,1.0,2.5,3.25,1.25
245235284,3.0,4.0,2.75,,3.0,5.25,1.75,3.25,1.0,1.25,3.0,1.0,2.0
244896384,3.25,3.25,4.0,1.75,4.0,4.75,1.0,2.5,1.0,1.0,1.25,1.0,1.25
245256631,1.0,4.0,3.25,2.25,2.5,6.0,1.0,3.25,1.75,1.0,2.5,1.0,1.25
245259824,2.0,3.0,2.5,3.25,2.25,3.75,2.0,2.75,1.75,2.0,3.0,3.25,2.5
121746375,3.5,3.75,3.25,2.75,3.75,5.25,1.0,3.0,1.0,1.5,1.0,2.25,2.75
245015088,4.0,3.75,3.75,2.0,4.0,5.25,1.0,2.75,1.0,1.0,1.0,2.5,1.5
245237228,3.75,4.0,4.0,1.25,4.0,6.0,1.0,1.75,1.0,1.0,1.0,1.0,1.25
245133804,3.75,3.75,4.0,1.0,3.25,5.0,1.0,2.75,,1.0,1.0,1.75,2.0
245080410,3.0,4.0,2.75,3.0,1.75,4.75,2.25,2.0,1.0,2.0,2.25,2.0,1.5
245192964,2.0,4.0,2.25,1.25,1.25,4.75,1.75,3.75,1.0,1.5,3.0,1.0,1.25
245152098,3.75,4.0,3.75,2.0,4.0,4.5,1.0,3.5,1.25,1.5,1.0,2.5,1.75
244953684,3.75,3.25,4.0,1.0,4.0,5.75,2.0,1.5,1.75,1.0,1.75,1.0,
245059891,2.5,3.25,4.0,1.0,1.0,4.0,1.75,2.0,1.5,1.5,1.5,4.0,3.5
245152847,1.0,,2.5,3.0,,,1.5,3.0,1.75,,2.75,1.0,
235102712,2.0,2.75,2.5,2.0,1.25,4.5,1.5,2.75,1.5,2.0,2.75,2.5,1.75
245180967,3.5,4.0,4.0,2.75,2.5,4.5,1.0,3.25,1.0,1.0,3.25,1.25,2.25
245136698,2.5,3.5,3.25,2.5,1.5,5.0,1.5,2.5,1.25,2.0,2.5,2.25,2.25
245146792,2.0,3.5,2.25,3.0,2.0,4.25,2.5,2.0,2.0,1.5,3.0,2.25,3.25
245216438,2.25,2.5,2.25,2.0,2.0,4.5,2.75,2.25,2.0,2.25,2.5,2.25,2.25
245012785,1.0,4.0,1.5,1.0,3.25,5.25,1.25,2.75,1.0,1.0,3.5,1.0,1.5
244177383,2.0,4.0,2.75,1.75,3.0,5.25,1.25,3.5,1.0,1.0,2.5,2.0,
245092655,2.0,4.0,2.5,2.5,1.25,5.5,2.0,1.5,1.75,2.0,3.5,2.75,
245239618,4.0,3.75,4.0,2.75,3.5,5.5,1.0,4.0,1.0,1.0,1.25,1.0,1.75
245119639,3.75,3.75,3.0,1.0,3.75,5.25,1.25,2.5,1.75,1.0,1.0,1.0,1.5
244966611,2.0,3.5,3.0,2.0,2.0,5.5,1.0,2.5,1.0,2.0,2.75,2.5,3.5
245109968,2.5,3.5,2.25,3.0,1.5,4.5,2.25,2.25,1.25,1.75,1.75,2.25,3.0
245096262,2.5,4.0,3.25,1.25,4.0,5.0,1.0,1.75,1.0,1.0,2.0,1.0,1.75
245000845,3.0,4.0,3.5,1.25,2.25,4.25,1.0,1.25,1.0,1.0,2.25,3.0,2.0
244957730,3.0,3.25,1.5,2.0,2.0,5.0,2.25,2.75,1.75,2.0,2.0,2.25,1.75
244987954,3.0,4.0,4.0,1.75,1.75,5.25,1.75,3.0,1.0,1.0,2.5,1.5,1.75
245197175,4.0,3.5,2.5,3.25,1.0,5.5,1.25,1.5,1.5,1.0,2.75,2.0,1.75
245172702,1.5,4.0,2.5,2.0,1.75,4.25,1.25,3.25,1.25,1.0,3.25,1.0,2.25
245146678,3.25,4.0,4.0,1.25,1.0,4.75,1.0,2.25,1.0,1.0,1.25,1.75,1.75
245064670,3.0,4.0,4.0,1.75,4.0,5.75,1.0,4.0,1.0,1.0,2.0,1.0,
245086038,2.75,2.75,2.25,2.25,2.0,4.75,2.5,2.25,2.5,1.5,2.5,2.0,2.25
244956782,3.75,3.75,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,
245179890,2.75,3.25,3.25,1.25,2.5,5.5,1.25,2.75,1.0,1.0,1.0,1.0,2.25
245251814,3.0,3.0,3.0,2.75,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.25
245272997,3.5,2.75,2.75,1.5,2.5,2.5,2.0,2.5,1.5,1.75,1.75,3.0,2.75
245224931,1.75,4.0,2.5,4.0,2.5,4.75,1.0,4.0,1.0,1.0,2.5,1.0,1.25
244968898,2.25,3.5,3.5,2.0,1.5,5.5,1.0,2.75,1.0,1.0,1.75,1.25,1.75
245251949,3.5,4.0,4.0,1.75,3.25,5.5,1.0,2.0,1.0,1.0,1.25,1.0,2.25
244479672,2.5,4.0,2.75,3.75,3.25,3.75,2.25,3.25,1.0,1.0,1.75,1.0,1.25
245127749,2.5,4.0,3.5,1.5,2.5,5.25,1.25,2.0,1.0,1.25,2.0,1.0,1.75
245052548,4.0,4.0,4.0,1.0,1.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
125985599,1.75,4.0,2.0,2.75,1.5,4.75,1.25,2.5,1.0,2.25,3.0,2.0,2.5
244955178,1.75,3.0,1.75,2.5,1.75,6.0,1.0,3.25,1.0,1.0,1.75,2.25,2.0
245037168,4.0,3.5,4.0,1.0,2.5,5.75,1.75,2.5,1.0,1.0,2.5,1.0,
228011782,2.75,4.0,3.25,2.0,2.75,5.0,1.25,3.0,1.25,1.5,3.0,2.0,2.25
245144535,3.25,4.0,4.0,,4.0,3.75,1.0,1.25,1.0,1.0,1.75,2.0,3.0
245175421,1.25,3.5,2.25,3.0,1.75,5.0,1.0,2.5,1.0,1.75,3.25,1.0,1.5
245231200,3.0,2.75,3.0,1.75,2.25,3.75,2.75,3.25,2.0,1.5,2.75,1.5,2.25
245051768,4.0,3.25,4.0,1.0,4.0,5.25,1.0,3.0,1.0,1.0,1.0,1.0,1.25
244994470,2.75,3.5,2.75,1.5,3.25,5.25,1.0,4.0,1.0,1.25,1.25,2.0,2.0
245097458,3.0,3.25,3.0,1.75,3.25,4.25,1.25,3.25,1.0,1.25,2.25,2.0,
245216146,4.0,3.5,3.0,1.75,3.75,5.5,1.25,2.25,1.0,1.0,1.25,1.0,1.5
244963874,2.25,3.0,3.5,1.0,1.0,4.5,1.5,2.25,1.75,1.25,2.0,2.0,2.0
245022308,3.0,3.0,3.0,3.0,3.0,5.0,1.75,2.25,1.0,1.75,2.5,1.75,2.25
245247415,3.0,3.25,3.25,1.75,1.0,5.5,1.5,2.25,1.0,1.0,2.75,1.75,1.5
245014766,4.0,3.75,4.0,1.0,1.0,3.75,1.0,1.75,1.0,,1.0,4.0,3.0
245007822,1.5,2.75,2.75,3.5,2.0,3.5,2.5,1.5,1.25,2.5,3.25,2.5,3.25
244921621,3.75,4.0,4.0,1.0,3.5,5.75,1.5,2.5,1.0,1.0,1.0,1.0,1.5
125526791,1.75,3.75,3.5,1.5,3.75,5.5,1.0,3.5,1.0,1.0,2.25,1.0,1.75
244969031,1.75,3.25,3.25,1.25,1.0,3.5,1.5,3.0,1.25,2.5,2.75,2.25,2.25
245001902,2.25,4.0,4.0,2.5,2.5,6.0,1.0,2.5,1.0,1.0,2.25,1.0,1.5
245081681,4.0,4.0,4.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
245003033,2.0,3.75,3.5,1.5,3.75,5.5,1.5,2.75,1.25,1.5,4.0,1.0,2.0
245002570,3.25,4.0,4.0,2.5,4.0,4.5,1.0,3.25,1.0,1.0,2.5,1.0,2.0
245059593,3.75,3.5,3.0,2.25,1.0,5.25,1.0,1.25,1.0,1.5,2.5,1.75,2.75
245151780,4.0,4.0,3.25,1.0,2.5,4.75,1.0,2.25,1.0,1.0,1.0,1.0,2.75
245171606,3.25,2.75,3.0,2.5,3.25,4.75,1.5,3.0,1.0,1.25,2.5,1.25,1.75
245208136,3.5,3.25,3.25,3.25,1.5,4.75,1.0,2.75,1.0,1.75,2.25,1.5,2.25
244946204,1.5,4.0,4.0,1.0,2.75,4.25,1.5,2.5,1.0,1.25,2.25,2.5,2.5
245256348,1.5,4.0,3.25,3.75,3.25,4.0,1.25,1.5,1.0,1.25,3.0,2.0,2.75
245155056,2.25,2.75,2.5,3.25,2.5,4.75,1.75,2.25,1.0,2.0,2.5,2.0,2.0
245172369,2.5,4.0,4.0,1.0,4.0,6.0,1.75,2.25,1.0,1.0,2.5,1.0,
245265718,1.25,3.75,4.0,4.0,4.0,4.0,1.25,2.75,1.0,1.0,3.75,,
244953953,3.75,3.75,4.0,1.5,2.5,5.5,1.0,3.0,1.0,1.0,2.25,1.0,1.5
244313258,2.5,4.0,3.25,1.0,1.0,6.0,1.0,1.75,1.0,1.0,1.75,1.0,
245119106,3.0,3.75,2.0,1.0,1.5,4.0,1.5,2.5,1.75,1.5,2.0,1.5,2.25
245060347,3.75,3.25,3.0,2.0,1.0,5.5,1.75,1.25,1.0,1.25,3.25,1.75,
244984380,3.5,4.0,4.0,1.0,1.75,5.25,1.0,1.25,1.0,1.0,1.25,2.25,2.25
245136748,3.25,3.75,3.0,2.5,2.0,5.0,1.5,3.0,1.0,1.0,1.25,2.0,2.0
245011106,4.0,2.0,3.0,1.25,4.0,4.75,1.75,2.75,1.5,1.5,1.0,1.25,1.25
245175714,3.0,2.75,3.25,2.0,2.25,4.75,,1.5,1.75,1.25,2.0,1.25,2.25
245015566,3.0,3.0,2.5,2.25,2.5,5.0,1.25,3.0,1.25,1.5,2.25,1.5,2.5
245166728,1.5,2.25,2.75,3.25,1.75,5.5,1.25,2.5,1.75,2.0,3.5,2.0,3.0
245208210,2.0,4.0,3.5,3.25,3.75,4.75,1.25,3.75,1.0,2.0,2.5,1.0,2.0
245201371,2.5,3.0,3.25,1.75,1.75,6.0,1.75,3.25,1.0,1.0,1.75,1.0,1.75
245015534,3.0,4.0,3.0,2.0,1.0,4.5,2.0,1.0,1.5,1.0,2.5,2.5,1.25
245128939,1.25,3.25,2.0,1.25,1.0,4.5,1.5,1.25,1.0,2.25,4.0,1.25,
245108599,3.0,4.0,4.0,1.75,3.25,5.5,1.0,4.0,1.0,1.0,1.75,1.5,2.0
124347876,2.75,2.75,2.75,3.0,2.75,4.25,2.0,2.5,2.0,1.5,1.75,2.0,2.75
245157360,4.0,3.75,4.0,1.25,1.5,4.75,1.75,1.75,1.0,1.0,1.75,1.5,2.25
244956326,3.0,3.0,2.75,2.0,2.5,4.5,2.25,3.0,2.0,2.0,2.0,2.5,2.5
245075555,4.0,4.0,4.0,1.0,3.25,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25
244978902,3.25,2.75,2.5,3.0,1.75,4.75,1.75,2.0,1.5,1.25,3.0,2.0,2.0
244941501,4.0,4.0,4.0,2.0,3.25,5.75,1.0,3.0,1.0,1.0,1.5,2.75,1.25
244940337,1.0,3.5,3.25,1.0,3.25,5.0,2.25,3.75,1.0,1.75,4.0,1.0,1.25
245152647,2.75,3.5,2.5,3.75,2.25,3.5,1.5,1.25,1.25,1.0,2.75,2.25,3.75
245175183,2.0,3.0,2.75,1.25,3.25,4.0,2.25,3.25,1.5,2.25,2.0,2.5,
245031823,1.75,3.25,2.5,2.75,3.25,2.5,1.0,1.75,1.0,1.5,1.75,1.5,3.0
245014613,2.0,2.5,3.25,2.75,3.0,4.75,2.0,2.75,2.25,2.0,1.75,2.75,3.0
245226231,1.0,2.75,2.0,2.75,2.0,5.25,2.0,1.25,1.0,2.25,4.0,3.0,2.25
244914282,2.5,3.25,2.25,2.0,1.5,4.75,1.0,1.75,1.0,1.5,2.5,2.0,2.5
245121042,1.0,3.5,2.25,3.5,1.0,5.0,2.75,4.0,2.0,2.0,3.25,2.75,2.75
245255043,3.0,3.5,3.5,1.75,1.5,4.5,1.25,3.0,1.25,1.25,1.75,1.0,2.0
245179070,3.25,2.5,2.5,3.75,1.25,5.25,2.0,2.0,1.0,1.75,1.25,1.5,2.0
245140869,2.5,3.25,2.5,1.75,1.5,4.5,1.0,1.75,1.0,1.5,2.5,2.0,1.5
244961424,2.75,3.0,3.0,2.0,3.0,3.75,2.0,3.25,1.0,1.75,2.5,2.0,2.5
245237613,2.5,4.0,3.25,1.0,1.75,4.0,1.0,4.0,1.0,1.0,3.25,1.75,1.25
245114056,1.0,3.25,1.75,4.0,1.75,5.0,1.0,2.5,1.0,1.0,3.75,1.0,
245112931,2.0,3.5,3.5,2.25,3.0,5.5,1.25,2.5,1.25,2.0,2.0,1.25,2.5
244992527,3.5,3.25,4.0,3.5,4.0,5.0,1.0,3.25,1.0,1.0,1.0,1.0,1.25
245087025,3.25,4.0,4.0,1.0,4.0,5.25,1.0,1.0,1.0,1.0,3.25,1.0,1.25
245064139,4.0,4.0,3.25,1.0,4.0,4.75,1.0,4.0,1.0,1.0,1.0,1.0,2.0
245195728,3.0,2.75,3.5,1.5,2.75,3.75,2.75,2.0,2.0,2.0,3.5,2.25,2.75
244936070,4.0,4.0,4.0,1.75,1.75,5.0,1.0,1.75,1.0,1.0,1.0,1.0,2.0
119724614,1.0,3.75,1.5,1.75,3.75,4.25,1.0,3.0,1.0,1.5,2.75,2.0,1.75
245264949,1.0,3.5,2.0,2.75,1.0,4.75,1.25,1.75,1.0,2.0,3.75,2.5,2.25
245250921,3.0,3.75,2.25,2.0,3.75,3.5,1.0,2.0,1.0,2.25,2.25,1.75,2.5
245057295,2.75,3.75,3.25,2.0,3.25,4.5,1.25,2.0,1.0,1.25,2.25,1.5,2.5
245192009,4.0,3.75,4.0,1.25,2.5,5.75,1.0,2.25,1.0,1.0,1.25,1.5,1.25
245242112,3.0,3.75,2.25,2.5,3.25,5.5,2.5,2.5,1.0,1.0,2.5,1.25,2.5
245096548,4.0,4.0,4.0,1.0,4.0,5.25,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245106852,4.0,3.75,4.0,1.0,4.0,5.25,1.25,4.0,1.25,1.0,1.5,1.5,1.75
245086299,1.5,3.25,,2.75,2.5,3.25,1.25,,2.75,,3.25,,2.25
244953691,1.5,3.0,2.25,3.5,1.75,3.75,1.75,3.25,1.5,2.5,3.75,2.25,2.25
245116280,2.5,2.5,2.0,3.5,2.25,3.5,1.75,2.5,1.75,1.75,3.0,2.0,4.25
244994943,3.0,3.5,2.75,2.5,1.5,4.75,1.5,2.5,1.25,1.5,2.5,1.5,2.25
245123244,3.75,3.5,2.75,2.0,3.75,5.25,1.25,2.25,1.0,1.0,2.5,1.0,2.0
245146524,3.75,4.0,2.5,4.0,1.0,5.25,1.0,1.75,1.0,1.0,2.5,1.0,2.25
245101285,2.5,3.5,4.0,1.75,1.0,4.75,1.75,3.25,1.0,1.0,2.75,2.0,1.5
230730918,4.0,4.0,4.0,1.0,4.0,5.5,1.0,3.0,1.0,1.0,1.75,1.0,1.25
245244830,4.0,4.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.5
245269394,3.0,4.0,3.0,2.0,3.0,3.5,1.0,2.5,1.0,1.25,2.0,1.25,2.0
245005516,1.75,3.0,2.75,3.0,3.5,4.5,1.75,2.75,1.0,2.0,2.0,2.75,2.25
245140644,2.0,1.25,2.25,1.0,1.75,4.25,1.0,2.5,1.0,1.75,3.25,2.0,2.75
245085318,2.75,4.0,3.0,3.25,2.0,5.5,1.25,1.25,1.0,1.25,2.0,2.0,2.5
245169006,3.75,4.0,4.0,1.0,2.5,5.25,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245074486,3.0,4.0,4.0,1.0,3.25,4.25,1.0,1.75,1.0,1.5,1.0,1.75,2.25
245050745,2.25,3.0,4.0,1.0,2.0,4.0,1.0,2.5,1.5,1.5,2.0,1.5,1.75
245237374,3.75,3.75,4.0,3.25,1.0,4.75,1.25,2.5,1.0,1.0,1.25,1.0,2.0
245193015,2.0,3.0,3.0,3.0,3.0,4.25,2.0,2.25,2.0,2.25,2.75,1.75,2.75
245180029,3.0,3.0,3.0,2.0,3.0,3.75,1.25,3.0,1.0,2.0,2.0,2.5,2.5
245070630,3.25,2.75,2.25,2.5,1.5,5.25,1.75,3.0,1.0,1.0,2.75,1.25,2.0
245044405,3.0,3.5,3.0,1.75,4.0,5.5,1.0,2.5,1.0,1.0,2.5,2.0,2.25
245037610,2.25,2.75,2.5,3.0,3.0,4.5,2.0,3.0,1.25,2.0,2.5,1.0,3.25
245146403,4.0,4.0,4.0,1.0,4.0,5.5,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245145486,2.75,3.5,3.25,1.0,3.0,4.75,1.0,1.75,1.0,1.0,2.0,1.75,3.25
245041904,3.25,3.75,3.0,3.5,1.0,5.25,1.0,1.0,1.0,1.25,1.75,1.0,2.75
244944354,2.25,3.25,2.25,1.75,1.0,3.75,1.0,1.5,1.0,1.5,1.25,2.0,2.0
245152780,2.0,3.75,1.5,2.0,3.25,4.0,1.0,3.25,1.0,1.25,3.25,2.0,1.75
245091356,3.75,3.75,3.25,1.0,1.0,4.75,1.0,2.5,1.0,1.0,1.5,2.5,2.25
239560407,4.0,4.0,4.0,1.0,3.25,5.75,1.0,2.0,1.0,1.0,1.0,1.0,1.25
241047008,3.25,3.5,3.75,1.5,2.5,5.0,1.0,3.0,1.0,1.0,1.5,1.0,2.0
126087529,4.0,4.0,4.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25
240763475,1.75,3.25,4.0,1.0,1.75,4.75,1.0,3.25,1.0,1.25,2.5,1.5,2.0
244944830,1.75,2.0,3.0,2.5,1.75,5.75,2.0,2.5,1.75,2.5,1.75,2.0,3.0
122628336,2.75,4.0,3.75,2.75,3.25,5.0,1.0,1.75,1.0,1.25,2.75,1.0,1.5
